"TIME","GEO","INDIC_IS","UNIT","IND_TYPE","Value"
"2017","Sweden","Frequency of internet access: daily","Percentage of individuals","All Individuals","90"
"2017","Sweden","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","94"
"2017","Sweden","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","5"
"2017","Sweden","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","5"
"2017","Sweden","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2017","Sweden","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2017","Sweden","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2017","Sweden","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2017","Sweden","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","1"
"2017","Sweden","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","1"
"2017","Iceland","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","98"
"2017","Iceland","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","99"
"2017","Iceland","Frequency of internet access: daily","Percentage of individuals","All Individuals","96"
"2017","Iceland","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","97"
"2017","Iceland","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","2"
"2017","Iceland","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","2"
"2017","Iceland","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2017","Iceland","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2017","Iceland","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2017","Iceland","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2017","Iceland","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals",":"
"2017","Iceland","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2017","Norway","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","96"
"2017","Norway","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","99"
"2017","Norway","Frequency of internet access: daily","Percentage of individuals","All Individuals","92"
"2017","Norway","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","94"
